gene_id	gene_symbol	ensg	hgnc_id	disease_term_id	disease_name	matching_hpo_terms	modes_of_inheritance	mode_of_inheritance_curies	classifications	evidence_sources	source_evidence	assertion_count
27761	PIK3CG	ENSG00000105851	HGNC:8978	MONDO:0030717	immunodeficiency 97 with autoinflammation	[{'label': 'Autoimmune neutropenia', 'term_id': 'HP:0001904'}]	['AR', 'Autosomal recessive', 'Unknown']	['HP:0000005', 'HP:0000007']	['Limited', 'Moderate', 'Strong']	['Ambry Genetics', 'ClinGen', 'Labcorp Genetics (formerly Invitae)', 'PanelApp Australia']	[{'moi': 'AR', 'source': 'ClinGen', 'classification': 'Moderate', 'classification_scheme': 'ClinGen Gene-Disease Validity'}, {'moi': 'Autosomal recessive', 'source': 'Ambry Genetics', 'moi_curie': 'HP:0000007', 'classification': 'Moderate', 'classification_scheme': 'GenCC gene-disease validity classification'}, {'moi': 'Autosomal recessive', 'source': 'PanelApp Australia', 'moi_curie': 'HP:0000007', 'classification': 'Strong', 'classification_scheme': 'GenCC gene-disease validity classification'}, {'moi': 'Unknown', 'source': 'Labcorp Genetics (formerly Invitae)', 'moi_curie': 'HP:0000005', 'classification': 'Limited', 'classification_scheme': 'GenCC gene-disease validity classification'}]	4
27764	PIK3R1	ENSG00000145675	HGNC:8979	MONDO:0014083	agammaglobulinemia 7, autosomal recessive	[{'label': 'Decreased total neutrophil count', 'term_id': 'HP:0001875'}]	['AR', 'Autosomal recessive']	['HP:0000007']	['Limited', 'Strong']	['Ambry Genetics', 'ClinGen', 'G2P', 'Labcorp Genetics (formerly Invitae)']	[{'moi': 'AR', 'source': 'ClinGen', 'classification': 'Limited', 'classification_scheme': 'ClinGen Gene-Disease Validity'}, {'moi': 'Autosomal recessive', 'source': 'Ambry Genetics', 'moi_curie': 'HP:0000007', 'classification': 'Limited', 'classification_scheme': 'GenCC gene-disease validity classification'}, {'moi': 'Autosomal recessive', 'source': 'G2P', 'moi_curie': 'HP:0000007', 'classification': 'Strong', 'classification_scheme': 'GenCC gene-disease validity classification'}, {'moi': 'Autosomal recessive', 'source': 'Labcorp Genetics (formerly Invitae)', 'moi_curie': 'HP:0000007', 'classification': 'Strong', 'classification_scheme': 'GenCC gene-disease validity classification'}]	4
28283	PNP	ENSG00000198805	HGNC:7892	MONDO:0013171	purine nucleoside phosphorylase deficiency	[{'label': 'Autoimmune neutropenia', 'term_id': 'HP:0001904'}]	['AR', 'Autosomal recessive']	['HP:0000007']	['Definitive', 'Strong']	['ClinGen', 'Labcorp Genetics (formerly Invitae)', 'Orphanet', 'PanelApp Australia']	[{'source': 'Orphanet'}, {'moi': 'AR', 'source': 'ClinGen', 'classification': 'Definitive', 'classification_scheme': 'ClinGen Gene-Disease Validity'}, {'moi': 'Autosomal recessive', 'source': 'Labcorp Genetics (formerly Invitae)', 'moi_curie': 'HP:0000007', 'classification': 'Strong', 'classification_scheme': 'GenCC gene-disease validity classification'}, {'moi': 'Autosomal recessive', 'source': 'PanelApp Australia', 'moi_curie': 'HP:0000007', 'classification': 'Strong', 'classification_scheme': 'GenCC gene-disease validity classification'}]	4
28645	PPIL1	ENSG00000137168	HGNC:9260	MONDO:0030258	pontocerebellar hypoplasia, type 14	[{'label': 'Persistently decreased total neutrophil count', 'term_id': 'HP:0410252'}]	['Autosomal recessive']	['HP:0000007']	['Moderate', 'Strong']	['Ambry Genetics', 'Broad Center for Mendelian Genomics', 'Labcorp Genetics (formerly Invitae)', 'PanelApp Australia']	[{'moi': 'Autosomal recessive', 'source': 'Ambry Genetics', 'moi_curie': 'HP:0000007', 'classification': 'Moderate', 'classification_scheme': 'GenCC gene-disease validity classification'}, {'moi': 'Autosomal recessive', 'source': 'Broad Center for Mendelian Genomics', 'moi_curie': 'HP:0000007', 'classification': 'Moderate', 'classification_scheme': 'GenCC gene-disease validity classification'}, {'moi': 'Autosomal recessive', 'source': 'Labcorp Genetics (formerly Invitae)', 'moi_curie': 'HP:0000007', 'classification': 'Strong', 'classification_scheme': 'GenCC gene-disease validity classification'}, {'moi': 'Autosomal recessive', 'source': 'PanelApp Australia', 'moi_curie': 'HP:0000007', 'classification': 'Strong', 'classification_scheme': 'GenCC gene-disease validity classification'}]	4
28899	PRDX1	ENSG00000117450	HGNC:9352	MONDO:0010184	methylmalonic aciduria and homocystinuria type cblC	[{'label': 'Decreased total neutrophil count', 'term_id': 'HP:0001875'}]	['Autosomal recessive']	['HP:0000007']	['Strong']	['Labcorp Genetics (formerly Invitae)']	[{'moi': 'Autosomal recessive', 'source': 'Labcorp Genetics (formerly Invitae)', 'moi_curie': 'HP:0000007', 'classification': 'Strong', 'classification_scheme': 'GenCC gene-disease validity classification'}]	1
30408	PTCRA	ENSG00000171611	HGNC:21290	MONDO:0975761	immunodeficiency 126, susceptibility to	[{'label': 'Decreased total neutrophil count', 'term_id': 'HP:0001875'}]	['Autosomal recessive']	['HP:0000007']	['Strong']	['ClinGen', 'PanelApp Australia']	[{'moi': 'Autosomal recessive', 'source': 'ClinGen', 'moi_curie': 'HP:0000007', 'classification': 'Strong', 'classification_scheme': 'GenCC gene-disease validity classification'}, {'moi': 'Autosomal recessive', 'source': 'PanelApp Australia', 'moi_curie': 'HP:0000007', 'classification': 'Strong', 'classification_scheme': 'GenCC gene-disease validity classification'}]	2
30830	RAC2	ENSG00000128340	HGNC:9802	MONDO:0033554	immunodeficiency 73b with defective neutrophil chemotaxis and lymphopenia	[{'label': 'Decreased total neutrophil count', 'term_id': 'HP:0001875'}]	['AD', 'Autosomal dominant']	['HP:0000006']	['Definitive', 'Strong']	['Ambry Genetics', 'ClinGen', 'PanelApp Australia']	[{'moi': 'AD', 'source': 'ClinGen', 'classification': 'Strong', 'classification_scheme': 'ClinGen Gene-Disease Validity'}, {'moi': 'Autosomal dominant', 'source': 'Ambry Genetics', 'moi_curie': 'HP:0000006', 'classification': 'Definitive', 'classification_scheme': 'GenCC gene-disease validity classification'}, {'moi': 'Autosomal dominant', 'source': 'PanelApp Australia', 'moi_curie': 'HP:0000006', 'classification': 'Strong', 'classification_scheme': 'GenCC gene-disease validity classification'}]	3
31224	RBSN	ENSG00000131381	HGNC:20759	MONDO:0014118	congenital neutropenia-myelofibrosis-nephromegaly syndrome	[{'label': 'Decreased total neutrophil count', 'term_id': 'HP:0001875'}]	['Autosomal recessive']	['HP:0000007']	['Supportive']	['Orphanet']	[{'moi': 'Autosomal recessive', 'source': 'Orphanet', 'moi_curie': 'HP:0000007', 'classification': 'Supportive', 'classification_scheme': 'GenCC gene-disease validity classification'}]	1
31427	RFXAP	ENSG00000133111	HGNC:9988	MONDO:0971015	MHC class II deficiency 4	[{'label': 'Decreased total neutrophil count', 'term_id': 'HP:0001875'}]	['Autosomal recessive']	['HP:0000007']	['Strong']	['PanelApp Australia']	[{'moi': 'Autosomal recessive', 'source': 'PanelApp Australia', 'moi_curie': 'HP:0000007', 'classification': 'Strong', 'classification_scheme': 'GenCC gene-disease validity classification'}]	1
31625	RMRP	ENSG00000277027	HGNC:10031	MONDO:0009595	cartilage-hair hypoplasia	[{'label': 'Decreased total neutrophil count', 'term_id': 'HP:0001875'}]	['AR', 'Autosomal recessive']	['HP:0000007']	['Definitive', 'Strong']	"['ClinGen', 'G2P', 'Labcorp Genetics (formerly Invitae)', ""Myriad Women's Health"", 'Natera', 'Orphanet', 'PanelApp Australia']"	"[{'source': 'Orphanet'}, {'moi': 'AR', 'source': 'ClinGen', 'classification': 'Definitive', 'classification_scheme': 'ClinGen Gene-Disease Validity'}, {'moi': 'Autosomal recessive', 'source': 'G2P', 'moi_curie': 'HP:0000007', 'classification': 'Definitive', 'classification_scheme': 'GenCC gene-disease validity classification'}, {'moi': 'Autosomal recessive', 'source': 'Labcorp Genetics (formerly Invitae)', 'moi_curie': 'HP:0000007', 'classification': 'Strong', 'classification_scheme': 'GenCC gene-disease validity classification'}, {'moi': 'Autosomal recessive', 'source': ""Myriad Women's Health"", 'moi_curie': 'HP:0000007', 'classification': 'Definitive', 'classification_scheme': 'GenCC gene-disease validity classification'}, {'moi': 'Autosomal recessive', 'source': 'Natera', 'moi_curie': 'HP:0000007', 'classification': 'Definitive', 'classification_scheme': 'GenCC gene-disease validity classification'}, {'moi': 'Autosomal recessive', 'source': 'PanelApp Australia', 'moi_curie': 'HP:0000007', 'classification': 'Strong', 'classification_scheme': 'GenCC gene-disease validity classification'}]"	7
35710	RPL11	ENSG00000142676	HGNC:10301	MONDO:0012938	Diamond-Blackfan anemia 7	[{'label': 'Decreased total neutrophil count', 'term_id': 'HP:0001875'}]	['Autosomal dominant']	['HP:0000006']	['Definitive', 'Strong']	['G2P', 'Labcorp Genetics (formerly Invitae)', 'PanelApp Australia']	[{'moi': 'Autosomal dominant', 'source': 'G2P', 'moi_curie': 'HP:0000006', 'classification': 'Definitive', 'classification_scheme': 'GenCC gene-disease validity classification'}, {'moi': 'Autosomal dominant', 'source': 'Labcorp Genetics (formerly Invitae)', 'moi_curie': 'HP:0000006', 'classification': 'Strong', 'classification_scheme': 'GenCC gene-disease validity classification'}, {'moi': 'Autosomal dominant', 'source': 'PanelApp Australia', 'moi_curie': 'HP:0000006', 'classification': 'Strong', 'classification_scheme': 'GenCC gene-disease validity classification'}]	3
35891	RPL18	ENSG00000063177	HGNC:10310	MONDO:0032668	Diamond-Blackfan anemia 18	[{'label': 'Decreased total neutrophil count', 'term_id': 'HP:0001875'}]	['Autosomal dominant', 'Unknown']	['HP:0000005', 'HP:0000006']	['Limited', 'Moderate']	['Ambry Genetics', 'Labcorp Genetics (formerly Invitae)', 'PanelApp Australia']	[{'moi': 'Autosomal dominant', 'source': 'Ambry Genetics', 'moi_curie': 'HP:0000006', 'classification': 'Limited', 'classification_scheme': 'GenCC gene-disease validity classification'}, {'moi': 'Autosomal dominant', 'source': 'PanelApp Australia', 'moi_curie': 'HP:0000006', 'classification': 'Moderate', 'classification_scheme': 'GenCC gene-disease validity classification'}, {'moi': 'Unknown', 'source': 'Labcorp Genetics (formerly Invitae)', 'moi_curie': 'HP:0000005', 'classification': 'Limited', 'classification_scheme': 'GenCC gene-disease validity classification'}]	3
36223	RPL26	ENSG00000161970	HGNC:10327	MONDO:0013964	Diamond-Blackfan anemia 11	[{'label': 'Decreased total neutrophil count', 'term_id': 'HP:0001875'}]	['Autosomal dominant']	['HP:0000006']	['Limited', 'Moderate', 'Strong']	['Ambry Genetics', 'G2P', 'Labcorp Genetics (formerly Invitae)', 'PanelApp Australia']	[{'moi': 'Autosomal dominant', 'source': 'Ambry Genetics', 'moi_curie': 'HP:0000006', 'classification': 'Limited', 'classification_scheme': 'GenCC gene-disease validity classification'}, {'moi': 'Autosomal dominant', 'source': 'Ambry Genetics', 'moi_curie': 'HP:0000006', 'classification': 'Moderate', 'classification_scheme': 'GenCC gene-disease validity classification'}, {'moi': 'Autosomal dominant', 'source': 'G2P', 'moi_curie': 'HP:0000006', 'classification': 'Moderate', 'classification_scheme': 'GenCC gene-disease validity classification'}, {'moi': 'Autosomal dominant', 'source': 'Labcorp Genetics (formerly Invitae)', 'moi_curie': 'HP:0000006', 'classification': 'Strong', 'classification_scheme': 'GenCC gene-disease validity classification'}, {'moi': 'Autosomal dominant', 'source': 'PanelApp Australia', 'moi_curie': 'HP:0000006', 'classification': 'Strong', 'classification_scheme': 'GenCC gene-disease validity classification'}]	5
37139	RPS17	ENSG00000182774	HGNC:10397	MONDO:0012924	Diamond-Blackfan anemia 4	[{'label': 'Decreased total neutrophil count', 'term_id': 'HP:0001875'}]	['Autosomal dominant']	['HP:0000006']	['Strong']	['Ambry Genetics', 'Labcorp Genetics (formerly Invitae)', 'PanelApp Australia']	[{'moi': 'Autosomal dominant', 'source': 'Ambry Genetics', 'moi_curie': 'HP:0000006', 'classification': 'Strong', 'classification_scheme': 'GenCC gene-disease validity classification'}, {'moi': 'Autosomal dominant', 'source': 'Labcorp Genetics (formerly Invitae)', 'moi_curie': 'HP:0000006', 'classification': 'Strong', 'classification_scheme': 'GenCC gene-disease validity classification'}, {'moi': 'Autosomal dominant', 'source': 'PanelApp Australia', 'moi_curie': 'HP:0000006', 'classification': 'Strong', 'classification_scheme': 'GenCC gene-disease validity classification'}]	3
37171	RPS19	ENSG00000105372	HGNC:10402	MONDO:0007110	Diamond-Blackfan anemia 1	[{'label': 'Decreased total neutrophil count', 'term_id': 'HP:0001875'}]	['Autosomal dominant']	['HP:0000006']	['Definitive', 'Strong']	['Ambry Genetics', 'G2P', 'Labcorp Genetics (formerly Invitae)', 'PanelApp Australia']	[{'moi': 'Autosomal dominant', 'source': 'Ambry Genetics', 'moi_curie': 'HP:0000006', 'classification': 'Definitive', 'classification_scheme': 'GenCC gene-disease validity classification'}, {'moi': 'Autosomal dominant', 'source': 'G2P', 'moi_curie': 'HP:0000006', 'classification': 'Definitive', 'classification_scheme': 'GenCC gene-disease validity classification'}, {'moi': 'Autosomal dominant', 'source': 'Labcorp Genetics (formerly Invitae)', 'moi_curie': 'HP:0000006', 'classification': 'Strong', 'classification_scheme': 'GenCC gene-disease validity classification'}, {'moi': 'Autosomal dominant', 'source': 'PanelApp Australia', 'moi_curie': 'HP:0000006', 'classification': 'Strong', 'classification_scheme': 'GenCC gene-disease validity classification'}]	4
36952	RPS7	ENSG00000171863	HGNC:10440	MONDO:0012939	Diamond-Blackfan anemia 8	[{'label': 'Decreased total neutrophil count', 'term_id': 'HP:0001875'}]	['Autosomal dominant']	['HP:0000006']	['Strong']	['Labcorp Genetics (formerly Invitae)', 'PanelApp Australia']	[{'moi': 'Autosomal dominant', 'source': 'Labcorp Genetics (formerly Invitae)', 'moi_curie': 'HP:0000006', 'classification': 'Strong', 'classification_scheme': 'GenCC gene-disease validity classification'}, {'moi': 'Autosomal dominant', 'source': 'PanelApp Australia', 'moi_curie': 'HP:0000006', 'classification': 'Strong', 'classification_scheme': 'GenCC gene-disease validity classification'}]	2
37779	SAMD9	ENSG00000205413	HGNC:1348	MONDO:0030801	monosomy 7 myelodysplasia and leukemia syndrome 2	[{'label': 'Decreased total neutrophil count', 'term_id': 'HP:0001875'}]	['Autosomal dominant', 'Unknown']	['HP:0000005', 'HP:0000006']	['Limited', 'Strong']	['Ambry Genetics', 'Labcorp Genetics (formerly Invitae)', 'PanelApp Australia']	[{'moi': 'Autosomal dominant', 'source': 'Ambry Genetics', 'moi_curie': 'HP:0000006', 'classification': 'Limited', 'classification_scheme': 'GenCC gene-disease validity classification'}, {'moi': 'Autosomal dominant', 'source': 'PanelApp Australia', 'moi_curie': 'HP:0000006', 'classification': 'Strong', 'classification_scheme': 'GenCC gene-disease validity classification'}, {'moi': 'Unknown', 'source': 'Labcorp Genetics (formerly Invitae)', 'moi_curie': 'HP:0000005', 'classification': 'Limited', 'classification_scheme': 'GenCC gene-disease validity classification'}]	3
37780	SAMD9L	ENSG00000177409	HGNC:1349	MONDO:0008038	ataxia-pancytopenia syndrome	[{'label': 'Decreased total neutrophil count', 'term_id': 'HP:0001875'}]	['Autosomal dominant']	['HP:0000006']	['Definitive', 'Strong']	['Ambry Genetics', 'G2P', 'Labcorp Genetics (formerly Invitae)', 'Orphanet', 'PanelApp Australia']	[{'source': 'Orphanet'}, {'moi': 'Autosomal dominant', 'source': 'Ambry Genetics', 'moi_curie': 'HP:0000006', 'classification': 'Definitive', 'classification_scheme': 'GenCC gene-disease validity classification'}, {'moi': 'Autosomal dominant', 'source': 'G2P', 'moi_curie': 'HP:0000006', 'classification': 'Definitive', 'classification_scheme': 'GenCC gene-disease validity classification'}, {'moi': 'Autosomal dominant', 'source': 'Labcorp Genetics (formerly Invitae)', 'moi_curie': 'HP:0000006', 'classification': 'Strong', 'classification_scheme': 'GenCC gene-disease validity classification'}, {'moi': 'Autosomal dominant', 'source': 'PanelApp Australia', 'moi_curie': 'HP:0000006', 'classification': 'Strong', 'classification_scheme': 'GenCC gene-disease validity classification'}]	5
37832	SASH3	ENSG00000122122	HGNC:15975	MONDO:0024781	immunodeficiency 102	[{'label': 'Autoimmune neutropenia', 'term_id': 'HP:0001904'}]	['X-linked']	['HP:0001417']	['Definitive', 'Strong']	['Ambry Genetics', 'Labcorp Genetics (formerly Invitae)', 'Orphanet', 'PanelApp Australia']	[{'source': 'Orphanet'}, {'moi': 'X-linked', 'source': 'Ambry Genetics', 'moi_curie': 'HP:0001417', 'classification': 'Definitive', 'classification_scheme': 'GenCC gene-disease validity classification'}, {'moi': 'X-linked', 'source': 'Labcorp Genetics (formerly Invitae)', 'moi_curie': 'HP:0001417', 'classification': 'Strong', 'classification_scheme': 'GenCC gene-disease validity classification'}, {'moi': 'X-linked', 'source': 'PanelApp Australia', 'moi_curie': 'HP:0001417', 'classification': 'Strong', 'classification_scheme': 'GenCC gene-disease validity classification'}]	4
37850	SBDS	ENSG00000126524	HGNC:19440	MONDO:0044204	Shwachman-Diamond syndrome 1	[{'label': 'Decreased total neutrophil count', 'term_id': 'HP:0001875'}]	['Autosomal recessive']	['HP:0000007']	['Definitive', 'Strong']	['G2P', 'Labcorp Genetics (formerly Invitae)', 'PanelApp Australia']	[{'moi': 'Autosomal recessive', 'source': 'G2P', 'moi_curie': 'HP:0000007', 'classification': 'Definitive', 'classification_scheme': 'GenCC gene-disease validity classification'}, {'moi': 'Autosomal recessive', 'source': 'Labcorp Genetics (formerly Invitae)', 'moi_curie': 'HP:0000007', 'classification': 'Strong', 'classification_scheme': 'GenCC gene-disease validity classification'}, {'moi': 'Autosomal recessive', 'source': 'PanelApp Australia', 'moi_curie': 'HP:0000007', 'classification': 'Strong', 'classification_scheme': 'GenCC gene-disease validity classification'}]	3
37994	SCO2	ENSG00000284194	HGNC:10604	MONDO:0011451	cardioencephalomyopathy, fatal infantile, due to cytochrome c oxidase deficiency 1	[{'label': 'Decreased total neutrophil count', 'term_id': 'HP:0001875'}]	['Autosomal recessive']	['HP:0000007']	['Definitive', 'Strong']	['G2P', 'Labcorp Genetics (formerly Invitae)', 'PanelApp Australia']	[{'moi': 'Autosomal recessive', 'source': 'G2P', 'moi_curie': 'HP:0000007', 'classification': 'Definitive', 'classification_scheme': 'GenCC gene-disease validity classification'}, {'moi': 'Autosomal recessive', 'source': 'Labcorp Genetics (formerly Invitae)', 'moi_curie': 'HP:0000007', 'classification': 'Strong', 'classification_scheme': 'GenCC gene-disease validity classification'}, {'moi': 'Autosomal recessive', 'source': 'PanelApp Australia', 'moi_curie': 'HP:0000007', 'classification': 'Strong', 'classification_scheme': 'GenCC gene-disease validity classification'}]	3
38136	SEC61A1	ENSG00000058262	HGNC:18276	MONDO:0014891	hyperuricemic nephropathy, familial juvenile type 4	[{'label': 'Decreased total neutrophil count', 'term_id': 'HP:0001875'}]	['Autosomal dominant']	['HP:0000006']	['Limited', 'Moderate', 'Strong']	['Ambry Genetics', 'G2P', 'Labcorp Genetics (formerly Invitae)', 'PanelApp Australia']	[{'moi': 'Autosomal dominant', 'source': 'Ambry Genetics', 'moi_curie': 'HP:0000006', 'classification': 'Moderate', 'classification_scheme': 'GenCC gene-disease validity classification'}, {'moi': 'Autosomal dominant', 'source': 'G2P', 'moi_curie': 'HP:0000006', 'classification': 'Limited', 'classification_scheme': 'GenCC gene-disease validity classification'}, {'moi': 'Autosomal dominant', 'source': 'Labcorp Genetics (formerly Invitae)', 'moi_curie': 'HP:0000006', 'classification': 'Strong', 'classification_scheme': 'GenCC gene-disease validity classification'}, {'moi': 'Autosomal dominant', 'source': 'PanelApp Australia', 'moi_curie': 'HP:0000006', 'classification': 'Strong', 'classification_scheme': 'GenCC gene-disease validity classification'}]	4
38494	SH2D1A	ENSG00000183918	HGNC:10820	MONDO:0024551	X-linked lymphoproliferative disease due to SH2D1A deficiency	[{'label': 'Decreased total neutrophil count', 'term_id': 'HP:0001875'}]	['XL', 'X-linked']	['HP:0001417']	['Definitive', 'Strong']	['ClinGen', 'G2P', 'Labcorp Genetics (formerly Invitae)', 'Orphanet', 'PanelApp Australia']	[{'source': 'Orphanet'}, {'moi': 'XL', 'source': 'ClinGen', 'classification': 'Definitive', 'classification_scheme': 'ClinGen Gene-Disease Validity'}, {'moi': 'X-linked', 'source': 'G2P', 'moi_curie': 'HP:0001417', 'classification': 'Strong', 'classification_scheme': 'GenCC gene-disease validity classification'}, {'moi': 'X-linked', 'source': 'Labcorp Genetics (formerly Invitae)', 'moi_curie': 'HP:0001417', 'classification': 'Strong', 'classification_scheme': 'GenCC gene-disease validity classification'}, {'moi': 'X-linked', 'source': 'PanelApp Australia', 'moi_curie': 'HP:0001417', 'classification': 'Strong', 'classification_scheme': 'GenCC gene-disease validity classification'}]	5
39141	SLC35A1	ENSG00000164414	HGNC:11021	MONDO:0011342	SLC35A1-congenital disorder of glycosylation	[{'label': 'Decreased total neutrophil count', 'term_id': 'HP:0001875'}]	['AR', 'Autosomal recessive']	['HP:0000007']	['Moderate', 'Strong']	['ClinGen', 'G2P', 'Labcorp Genetics (formerly Invitae)', 'Orphanet', 'PanelApp Australia']	[{'source': 'Orphanet'}, {'moi': 'AR', 'source': 'ClinGen', 'classification': 'Moderate', 'classification_scheme': 'ClinGen Gene-Disease Validity'}, {'moi': 'Autosomal recessive', 'source': 'G2P', 'moi_curie': 'HP:0000007', 'classification': 'Strong', 'classification_scheme': 'GenCC gene-disease validity classification'}, {'moi': 'Autosomal recessive', 'source': 'Labcorp Genetics (formerly Invitae)', 'moi_curie': 'HP:0000007', 'classification': 'Strong', 'classification_scheme': 'GenCC gene-disease validity classification'}, {'moi': 'Autosomal recessive', 'source': 'PanelApp Australia', 'moi_curie': 'HP:0000007', 'classification': 'Strong', 'classification_scheme': 'GenCC gene-disease validity classification'}]	5
39184	SLC37A4	ENSG00000137700	HGNC:4061	MONDO:0009288	glycogen storage disease Ib	[{'label': 'Cyclically decreased total neutrophil count', 'term_id': 'HP:0040289'}, {'label': 'Decreased total neutrophil count', 'term_id': 'HP:0001875'}]	['Autosomal recessive']	['HP:0000007']	['Definitive', 'Strong']	['G2P', 'Genomics England PanelApp', 'Labcorp Genetics (formerly Invitae)', 'Natera', 'Orphanet', 'PanelApp Australia']	[{'source': 'Orphanet'}, {'moi': 'Autosomal recessive', 'source': 'G2P', 'moi_curie': 'HP:0000007', 'classification': 'Definitive', 'classification_scheme': 'GenCC gene-disease validity classification'}, {'moi': 'Autosomal recessive', 'source': 'Genomics England PanelApp', 'moi_curie': 'HP:0000007', 'classification': 'Strong', 'classification_scheme': 'GenCC gene-disease validity classification'}, {'moi': 'Autosomal recessive', 'source': 'Labcorp Genetics (formerly Invitae)', 'moi_curie': 'HP:0000007', 'classification': 'Strong', 'classification_scheme': 'GenCC gene-disease validity classification'}, {'moi': 'Autosomal recessive', 'source': 'Natera', 'moi_curie': 'HP:0000007', 'classification': 'Definitive', 'classification_scheme': 'GenCC gene-disease validity classification'}, {'moi': 'Autosomal recessive', 'source': 'PanelApp Australia', 'moi_curie': 'HP:0000007', 'classification': 'Strong', 'classification_scheme': 'GenCC gene-disease validity classification'}]	8
39237	SLC46A1	ENSG00000076351	HGNC:30521	MONDO:0009238	hereditary folate malabsorption	[{'label': 'Decreased total neutrophil count', 'term_id': 'HP:0001875'}]	['Autosomal recessive']	['HP:0000007']	['Definitive', 'Strong']	['Ambry Genetics', 'G2P', 'Labcorp Genetics (formerly Invitae)', 'Orphanet', 'PanelApp Australia']	[{'source': 'Orphanet'}, {'moi': 'Autosomal recessive', 'source': 'Ambry Genetics', 'moi_curie': 'HP:0000007', 'classification': 'Strong', 'classification_scheme': 'GenCC gene-disease validity classification'}, {'moi': 'Autosomal recessive', 'source': 'G2P', 'moi_curie': 'HP:0000007', 'classification': 'Definitive', 'classification_scheme': 'GenCC gene-disease validity classification'}, {'moi': 'Autosomal recessive', 'source': 'Labcorp Genetics (formerly Invitae)', 'moi_curie': 'HP:0000007', 'classification': 'Strong', 'classification_scheme': 'GenCC gene-disease validity classification'}, {'moi': 'Autosomal recessive', 'source': 'PanelApp Australia', 'moi_curie': 'HP:0000007', 'classification': 'Strong', 'classification_scheme': 'GenCC gene-disease validity classification'}]	5
39367	SMARCAL1	ENSG00000138375	HGNC:11102	MONDO:0009458	Schimke immuno-osseous dysplasia	[{'label': 'Decreased total neutrophil count', 'term_id': 'HP:0001875'}]	['AR', 'Autosomal recessive']	['HP:0000007']	['Definitive', 'Strong']	['ClinGen', 'G2P', 'Labcorp Genetics (formerly Invitae)', 'Natera', 'Orphanet', 'PanelApp Australia']	[{'source': 'Orphanet'}, {'moi': 'AR', 'source': 'ClinGen', 'classification': 'Definitive', 'classification_scheme': 'ClinGen Gene-Disease Validity'}, {'moi': 'Autosomal recessive', 'source': 'G2P', 'moi_curie': 'HP:0000007', 'classification': 'Definitive', 'classification_scheme': 'GenCC gene-disease validity classification'}, {'moi': 'Autosomal recessive', 'source': 'Labcorp Genetics (formerly Invitae)', 'moi_curie': 'HP:0000007', 'classification': 'Strong', 'classification_scheme': 'GenCC gene-disease validity classification'}, {'moi': 'Autosomal recessive', 'source': 'Natera', 'moi_curie': 'HP:0000007', 'classification': 'Definitive', 'classification_scheme': 'GenCC gene-disease validity classification'}, {'moi': 'Autosomal recessive', 'source': 'PanelApp Australia', 'moi_curie': 'HP:0000007', 'classification': 'Strong', 'classification_scheme': 'GenCC gene-disease validity classification'}]	6
39373	SMARCD2	ENSG00000108604	HGNC:11107	MONDO:0044208	specific granule deficiency 2	[{'label': 'Decreased total neutrophil count', 'term_id': 'HP:0001875'}]	['Autosomal recessive']	['HP:0000007']	['Strong']	['Labcorp Genetics (formerly Invitae)', 'PanelApp Australia']	[{'moi': 'Autosomal recessive', 'source': 'Labcorp Genetics (formerly Invitae)', 'moi_curie': 'HP:0000007', 'classification': 'Strong', 'classification_scheme': 'GenCC gene-disease validity classification'}, {'moi': 'Autosomal recessive', 'source': 'PanelApp Australia', 'moi_curie': 'HP:0000007', 'classification': 'Strong', 'classification_scheme': 'GenCC gene-disease validity classification'}]	2
41512	SPI1	ENSG00000066336	HGNC:11241	MONDO:0030529	agammaglobulinemia 10, autosomal dominant	[{'label': 'Transiently decreased total neutrophil count', 'term_id': 'HP:0410255'}]	['AD', 'Autosomal dominant']	['HP:0000006']	['Definitive', 'Strong']	['ClinGen', 'Labcorp Genetics (formerly Invitae)', 'PanelApp Australia']	[{'moi': 'AD', 'source': 'ClinGen', 'classification': 'Definitive', 'classification_scheme': 'ClinGen Gene-Disease Validity'}, {'moi': 'Autosomal dominant', 'source': 'Labcorp Genetics (formerly Invitae)', 'moi_curie': 'HP:0000006', 'classification': 'Strong', 'classification_scheme': 'GenCC gene-disease validity classification'}, {'moi': 'Autosomal dominant', 'source': 'PanelApp Australia', 'moi_curie': 'HP:0000006', 'classification': 'Strong', 'classification_scheme': 'GenCC gene-disease validity classification'}]	3
41713	SRP54	ENSG00000100883	HGNC:11301	MONDO:0032899	neutropenia, severe congenital, 8, autosomal dominant	[{'label': 'Decreased total neutrophil count', 'term_id': 'HP:0001875'}]	['Autosomal dominant']	['HP:0000006']	['Strong']	['G2P', 'Labcorp Genetics (formerly Invitae)', 'Orphanet', 'PanelApp Australia']	[{'source': 'Orphanet'}, {'moi': 'Autosomal dominant', 'source': 'G2P', 'moi_curie': 'HP:0000006', 'classification': 'Strong', 'classification_scheme': 'GenCC gene-disease validity classification'}, {'moi': 'Autosomal dominant', 'source': 'Labcorp Genetics (formerly Invitae)', 'moi_curie': 'HP:0000006', 'classification': 'Strong', 'classification_scheme': 'GenCC gene-disease validity classification'}, {'moi': 'Autosomal dominant', 'source': 'PanelApp Australia', 'moi_curie': 'HP:0000006', 'classification': 'Strong', 'classification_scheme': 'GenCC gene-disease validity classification'}]	4
